""	"(Intercept)"	""	""	""
"84"	"310332194895.788"	"4d94a4759a577aba145cba543bd74082"	"25330.8221321394"	"4"
"84"	"296286624677.822"	"2eb0ee2c2d330bbc1dd58e5ef41df8c5"	"24184.3544217711"	"4"
"84"	"166244187563.022"	"f844b42c7fcca9430f2e5193ba1034e8"	"13569.658626863"	"4"
"84"	"482076590367.222"	"2dee0f31c169f4ab16240b8d45d5cc40"	"39349.4344625153"	"4"
"84"	"617494796179.005"	"f499e501baa317c452b8b8eac7eb0e85"	"50402.9266276567"	"4"
"84"	"631772714821.755"	"37ba9a9bbe73f5cf0fb006a06f270f03"	"51568.3597457968"	"4"
"84"	"478189875503.856"	"b3cf2cb2da66fb438002c5794c28d5b5"	"39032.1819038005"	"4"
"84"	"630881387161.219"	"d11ff5fccd874bf6434905ce1d9c95a9"	"51495.6052498023"	"4"
"84"	"463795081489.795"	"8f6a77c4f03e0eda9031d35cb0d54f17"	"37857.2088497756"	"4"
"84"	"157733516127.331"	"10277d139a032dc481efb66b2118e919"	"12874.9762577489"	"4"
"84"	"606919242030.029"	"cf3f259fa598a0191c587a9ff3a747b9"	"49539.6984950214"	"4"
"84"	"157105499636.229"	"4d72f753461c05dfd8d7730039afc2d8"	"12823.7144992404"	"4"
"84"	"150588556873.863"	"fe5402d55b1317d48412799f075b0c7e"	"12291.7699550584"	"4"
"84"	"628485261758.008"	"c29c235f860dcc7c75917fd2d26cfadc"	"51300.0218479081"	"4"
"84"	"214727998423.669"	"1f2ad0a9d4a467ca2468c4bbf4870681"	"17527.1429272326"	"4"
"84"	"637033411635.875"	"bd0e9db65861725d43cdfa62a8e78a84"	"51997.7633896384"	"4"
"84"	"164219127643.421"	"e0e8ae558a9d23604b769a43f2e9fa8f"	"13404.3633933227"	"4"
"84"	"619171490381.159"	"7494f4299ff0c0f68f34ad56907986d2"	"50539.7865580903"	"4"
"84"	"148133367314.221"	"2e51bc60265f550e382f6a68d1fbb3a3"	"12091.3654496321"	"4"
"84"	"293708752848.042"	"2130914c689897f5ead4bc7e00dbebf1"	"23973.9359931528"	"4"
"84"	"623367581024.082"	"01afdfad74fd4fd0d326419309f61e0f"	"50882.2918716686"	"4"
"84"	"646108710343.719"	"6918d9b8254e9ca15a94a1c0625347b1"	"52738.5333811039"	"4"
"84"	"143132039274.18"	"c3a2f3b22238f0b774def68a0f3e7fd9"	"11683.1327458054"	"4"
"85"	"148701876646.029"	"ea8af1f9f3c9b589dd86898410d0aebe"	"11724.4116887474"	"4"
"85"	"180793056334.697"	"130602d8835298382ca18314e59d3472"	"14254.6433894753"	"4"
"85"	"178743841885.32"	"d1d721231717a373e842c24cb4fd3272"	"14093.0729077508"	"4"
"85"	"305532504106.441"	"7388c6303c0efacde230ef6e0e4c49b6"	"24089.735403709"	"4"
"85"	"174282421996.059"	"fb2c855eb2afa14b28a3a957adc8d418"	"13741.3118898145"	"4"
"85"	"302978369341.95"	"79835e380e94bf771a44950b0551edd8"	"23888.3544382306"	"4"
"85"	"179341512158.591"	"2363aeba3c04176c16d66adaa7c8da29"	"14140.1962695806"	"4"
"85"	"175058653594.514"	"9bb599ce9b11091aaae1f80bf3b516f7"	"13802.5139340076"	"4"
"85"	"677384729743.217"	"bd741b5bf3b9e0cf717e7d521b639114"	"53408.4547035369"	"4"
"85"	"296522265982.311"	"42a6fd10ff75f9b995570c9cf0150645"	"23379.3224380919"	"4"
"85"	"199185368526.916"	"2354a84b8282070460167a713dd97a8b"	"15704.7867562793"	"4"
"85"	"307132187730.249"	"abc75181be06c84fa2b88d5338fedddb"	"24215.8625905362"	"4"
"85"	"176195827917.332"	"9d98855d464343e8cff8bb8ec2b4620b"	"13892.1745369759"	"4"
"85"	"644245650233.657"	"3bb45d50354532203e919bab6576692b"	"50795.6012552843"	"4"
"85"	"793440543517.924"	"e60ef8cbabfd602872c7f4cf41edbe07"	"62558.8848814038"	"4"
"85"	"150205387538.739"	"df291b14ab1d4fa2095fbcfb1d0b5036"	"11842.9561286848"	"4"
"85"	"665148937683.875"	"dd79cee39b64f37ff50e55ea209fc449"	"52443.7226727292"	"4"
"85"	"637254441294.773"	"6a9182729f8c503069d4dfee4103df1f"	"50244.3788117596"	"4"
"85"	"626756148732.898"	"685f8e1ed0de40b454d285985c3dfc99"	"49416.6400716674"	"4"
"85"	"147718182915.382"	"9414b3cbdc09ad2f51f7b3f7a461b445"	"11646.8522756863"	"4"
"85"	"181412811445.767"	"7b95e0037c8f6705084760da098550e5"	"14303.5080321569"	"4"
"85"	"159182079164.823"	"6e8bae2fc5abcfe2d0b8db6d38f659dc"	"12550.7241179058"	"4"
"85"	"634265880387.718"	"25e2b2dd031b4a24aaa419741308454a"	"50008.7454813571"	"4"
"85"	"171771886236.935"	"5c6a8521ba83e46ea6131fbb8904109e"	"13543.3684914984"	"4"
"85"	"240270722241.302"	"f255a08111316003bf2ca6ee60f1be56"	"18944.1648474645"	"4"
"85"	"231408489422.894"	"0e539adccc9b084199e8022abd83a317"	"18245.4213723442"	"4"
"85"	"661234220042.846"	"82e453cdee528f0e6d2aeb9e4231b047"	"52135.0664384984"	"4"
"85"	"161975622846.88"	"0cc4af9f4ec7279d95203d703f339c52"	"12770.9812991712"	"4"
"85"	"315757405721.311"	"247e8fa530abf1ebad8b2604ac8d2565"	"24895.9186121095"	"4"
"85"	"206102141595.116"	"742db5de96d1f6c37af6331abdd24a99"	"16250.1402974606"	"4"
"85"	"215730555644.339"	"c225013f5d3827e003f0c3d59531dc54"	"17009.2933947112"	"4"
"85"	"662822531644.04"	"a6743f8b4c1780c72d2a443869712894"	"52260.2969972676"	"4"
"85"	"626626304982.849"	"b7f836c3a48d09be26a45bb1dadae87a"	"49406.4025305205"	"4"
"85"	"169539055085.494"	"e7bcb581a7bb6651287a4ddd25e4333e"	"13367.3207358048"	"4"
"85"	"157465899755.413"	"b830c07f85a1c80518ca96743f85850a"	"12415.4118112859"	"4"
"85"	"311204183143.374"	"bb91b5def17e4a129cf8b3e16c6f7a06"	"24536.9194036375"	"4"
"85"	"169249510917.321"	"482715355b9679ae1b06466319d96823"	"13344.4916020621"	"4"
"85"	"658013285437.311"	"d05b9c683feeb8aa5123b795e1e0b2c6"	"51881.1115847361"	"4"
"85"	"490817064299.559"	"a6c6a717554de9cb7a84fb65640a6e59"	"38698.5117841423"	"4"
"85"	"312954182925.283"	"7336137455ce165f34accfe9a63b75f2"	"24674.8982803074"	"4"
"85"	"170155918777.111"	"1134deae9f678382989c98c4e3d505e1"	"13415.9574042819"	"4"
"85"	"174376570232.417"	"6b001ed8395ed98ba0cd0d86bc362e87"	"13748.7350152499"	"4"
"85"	"164666246681.21"	"56a932c9aaaea4ccff3c33d89430001c"	"12983.1237565817"	"4"
"85"	"159339597819.292"	"74469d6f78087eee52b60334d8aada34"	"12563.1436891668"	"4"
"85"	"293903248178.277"	"3329d4e61745b21ddfd5f34b5c5e0929"	"23172.8257640267"	"4"
"85"	"164012322703.411"	"38e6bfba3ff9b915e902694fd788cde8"	"12931.5650667939"	"4"
"85"	"320697852018.364"	"1e287b2d10fa5da80262bea0d57c4c5e"	"25285.4485065485"	"4"
"85"	"146381590025.273"	"1e2f2ffbc20a81cc181b80f013add647"	"11541.4684993861"	"4"
"86"	"199183840929.453"	"071ae3cfadda3560e653933f03c36a6c"	"15349.325234532"	"4"
"86"	"184408013970.976"	"50d54341063d01cb8e5874cb215e508b"	"14210.6838038993"	"4"
"86"	"178615565570.519"	"8143e9b80977a8ca9f9776ae235b50e8"	"13764.3113773612"	"4"
"86"	"161619256836.058"	"8446556e9f7d28c36214b16d94e0e337"	"12454.5571857842"	"4"
"86"	"158166997544.537"	"bffc05729e22672ca37710ff8f9e000f"	"12188.5222985552"	"4"
"86"	"510373347940.583"	"b27dcb0c2cb9c2a59ec50e0313e16dfe"	"39329.9299381999"	"4"
"86"	"183977004420.872"	"ea2783119e9249becce315f21a66a16d"	"14177.4697352637"	"4"
"86"	"490067753026.998"	"a631ffa10ce066273f1cc6d31aece692"	"37765.1585242394"	"4"
"86"	"148098789584.136"	"cbcf6b169cfd15645c367c7f1c143923"	"11412.6551509394"	"4"
"86"	"513407340460.743"	"c4fdb182849167fb1a7a981c42da2617"	"39563.7327292987"	"4"
"86"	"301246447941.463"	"c3077db1327e6c9249ac3a7698925dae"	"23214.3816668277"	"4"
"86"	"509801303310.477"	"9c3b17a6a2b40f755ed5b193563973e0"	"39285.8475516208"	"4"
"86"	"690320939747.69"	"67bea1b817040fa908fba1dbfb7de5bb"	"53196.8887182365"	"4"
"86"	"174971115812.818"	"bd68cddf727bfb9c9b4a5683f75c3ad9"	"13483.4660820258"	"4"
"86"	"147858000108.755"	"1f4aa08083c3664bdc19b58884157d50"	"11394.0996498835"	"4"
"86"	"662224873392.666"	"b546f96195d36582c5a536d6f6320712"	"51031.7750308918"	"4"
"86"	"183716673215.705"	"887c99aff77d349bcd1dad64a1cb5811"	"14157.4083270783"	"4"
"86"	"508364086272.964"	"0c16a9890952ee763f359bac48941bdd"	"39175.0940304594"	"4"
"86"	"174921342782.445"	"9669c4d5903c10ebd79c915d55f7c727"	"13479.6305177173"	"4"
"86"	"122809082261.161"	"8d99938f9a96ef4463ada6016c251536"	"9463.80256844523"	"4"
"86"	"203372636359.836"	"d9818376d02569c2c4380e7d75478482"	"15672.1184044089"	"4"
"86"	"297128183688.67"	"ae016c341a5a2e50f113d6ab501ea570"	"22897.0237068501"	"4"
"86"	"167627503993.103"	"5a0093eff71ded6bcc59610dad5b4e03"	"12917.5593011796"	"4"
"86"	"168337884755.777"	"13a95a67208378138c1e180efd3ab870"	"12972.302021853"	"4"
"86"	"160754920281.633"	"7c9fa3c9032f2a153d9842328e6a285f"	"12387.9504629494"	"4"
"86"	"333674797584.668"	"c2392d5de0084b0db8c73246a82365c1"	"25713.3458557398"	"4"
"86"	"494826895786.215"	"493a6c2f46dfdf341e100bef84a10d1e"	"38131.9032847979"	"4"
"86"	"507950673613.935"	"ef711c04d81b4d53e18722e5bb5648b5"	"39143.2359975492"	"4"
"86"	"141548112443.217"	"01d7ef13e476df39d922360a325204d6"	"10907.8527860829"	"4"
"86"	"668324032297.691"	"0a53a1109122e85e0b9de7bd4779aeb4"	"51501.782905293"	"4"
"86"	"200753698653.388"	"d35051b4efeba0fc2aeff86b4551bf37"	"15470.3001924611"	"4"
"86"	"173164370077.529"	"450abb37c0548e7219b4c284b97239d8"	"13344.2362741375"	"4"
"86"	"163765500575.243"	"e1675686f6e421fff12660434006f4a1"	"12619.949082193"	"4"
"86"	"662453247791.067"	"c71ca743a3c908abdb78478cefd3f04f"	"51049.3738124994"	"4"
"86"	"172429571436.535"	"ec51603e0265cbf5d29b122640244248"	"13287.6118849809"	"4"
"86"	"168372548443.4"	"2c5dc17f76e65df1e2e3600a10864476"	"12974.9732436382"	"4"
"87"	"325733145794.934"	"549b983f0a8b8f64b4095d732666e9c0"	"25101.4013360343"	"4"
"87"	"677153563547.779"	"f50e519c283da26062d5d0e026ed98a8"	"52182.2957969387"	"4"
"87"	"666465268747.229"	"9ffecd77c26cf89ebd5ff1e5d0ab1615"	"51358.6425063541"	"4"
"87"	"148412224749.318"	"eca6a81e7e3fb405102b21bbce284593"	"11436.8306225478"	"4"
"87"	"657169269880.173"	"1de13f81c9534fc139d31b344b168e3d"	"50642.281272032"	"4"
"87"	"177153908378.794"	"3ecc380b857ea22db79dc74be1984fd9"	"13651.700509664"	"4"
"87"	"495631684562.915"	"f1ebf5f5d38134346be19d7b23b84c66"	"38193.9940398352"	"4"
"87"	"234828981641.885"	"2039d4627115c579c394a016117b10ed"	"18096.2133870039"	"4"
"87"	"174239373892.341"	"fd7640bc30684f4a79648d05a64d0dae"	"13427.1028572709"	"4"
"87"	"182978387682.927"	"2db86262e264b1bcde693bcbebe15e69"	"14100.5421288663"	"4"
"87"	"290887564071.956"	"0f46ea74d6c1c41f3477172f01378c0f"	"22416.1574702881"	"4"
"87"	"162586949428.455"	"a3775348fadeb8725fdd2f6d0bdf3d7e"	"12529.1525357216"	"4"
"87"	"676447717238.483"	"109b709a0b8726601d00dbd71b6f64ca"	"52127.9024024686"	"4"
"87"	"627065822819.099"	"031ca3a505c73f2d989d51a4e979ced0"	"48322.4722012235"	"4"
"87"	"225392779404.537"	"e3de55f7fab0333dda32d0dbbf847277"	"17369.0479065932"	"4"
"87"	"168646697580.517"	"5225050f6ab451b877050aa8ee38380c"	"12996.1242649541"	"4"
"87"	"663283236336.968"	"3fde5817a1188ae2c14cb7d07f99e6d8"	"51113.4311312596"	"4"
"87"	"169643991783.186"	"86e7fbae52f18604c99b6533fdecabf3"	"13072.9769965672"	"4"
"87"	"319152562275.746"	"96a767d7afa85dee6d4b5a4f91bba4b4"	"24594.2933856373"	"4"
"87"	"163142452896.613"	"b6c04c3be03e566c867e3379546f5977"	"12571.960323869"	"4"
"87"	"172777444092.814"	"22917e496491697b92f65da3241a703b"	"13314.4447286869"	"4"
"87"	"517761834314.774"	"549369237318bd45e3359a81a4ff789e"	"39899.3709034402"	"4"
"87"	"165998138829.012"	"e96c635e8e4a131283d54fa5bd6dcf71"	"12792.0230334956"	"4"
"87"	"659167200571.727"	"a3e28fc6658eac3824c7b135a41d9065"	"50796.244295991"	"4"
"87"	"162087350212.672"	"24b6bb824c4e49aacdc7ab1d98ae70df"	"12490.6527987914"	"4"
"87"	"153926084427.079"	"9cdaab9e49a2ca0bc5efdf2e29204da7"	"11861.7355070179"	"4"
"87"	"678964145590.591"	"42cc1bd245620b40da0d4abece83a816"	"52321.8215010162"	"4"
"87"	"153768976992.821"	"46ef9fde212e61455694d62e36280505"	"11849.6286127362"	"4"
"87"	"319211466844.236"	"9cda53054558746bb53e0cbfc2de8d1a"	"24598.832644946"	"4"
"87"	"311144072959.846"	"d521ce7fe28873efb0af1d69c749ee3f"	"23977.1492386296"	"4"
"87"	"496267410425.955"	"823caeae4576f6ab7b08c74eebd361c4"	"38242.9838655065"	"4"
"87"	"149631933585.436"	"d48b4206209d13bb59994b193caa7972"	"11530.8229024363"	"4"
"87"	"168471077502.525"	"6a70b1c12a10d2fc130383796b01bd99"	"12982.5907633216"	"4"
"87"	"679506355745.032"	"a4e8c826b36bf5c77d55efe432babd51"	"52363.6048898755"	"4"
"87"	"168519990855.546"	"6719e71f42383204b7cbc1d32e157cb8"	"12986.36008714"	"4"
"87"	"187901682069.345"	"584c9938cb63e6f12da06a2e3669ce47"	"14479.9373174871"	"4"
"87"	"169348753720.374"	"6e49189292534c3ca26303da6990dc75"	"13050.2255842532"	"4"
"87"	"174473985646.323"	"33f2dff6deb43da11fe1e15fae789ce6"	"13445.1823308243"	"4"
"87"	"157686317571.315"	"c4a6b8668a0b2cbed22796aa20abfb7c"	"12151.5037497928"	"4"
"87"	"178847537787.877"	"242c3b317c837975ed56db31c453c9ac"	"13782.21369833"	"4"
"87"	"496300647121.579"	"236d68d6610b531102c951b6e6396b72"	"38245.5451266085"	"4"
"87"	"343142849280.58"	"f8a032dd8cf5c45dba512da1ac5b02e9"	"26443.0147394479"	"4"
"87"	"692590244943.689"	"3240c329032cffa524fad08d62112a23"	"53371.8656642287"	"4"
"87"	"680651711552.7"	"dbf1d60a65da6322e6a03a29fca4aeae"	"52451.8674329172"	"4"
"87"	"159331459529.707"	"705928936f3461d3031cdf857d82bbb5"	"12278.2804352037"	"4"
"87"	"686565171561.014"	"a24c7daacd9e564ad0cc9922073991ae"	"52907.5660158509"	"4"
"87"	"488228961948.338"	"bdbd0487dd4c55c6fd2e0c90fb1d6f8b"	"37623.5310282361"	"4"
"87"	"646678698991.452"	"1cb16f97e4dbcc5e485da7b307984c83"	"49833.8648320063"	"4"
"87"	"147095719001.213"	"7c38088ab6a6444d79d4d811b51225bb"	"11335.3790522334"	"4"
"87"	"530476170170.46"	"98c8a61f6b68c88317a7f23ea69fc170"	"40879.1534375628"	"4"
"87"	"173979925928.714"	"388392793efba0b68757943a656ee22c"	"13407.109474513"	"4"
"87"	"652309827558.637"	"97ef9d7b0e2238b6c9ea1e78bdfc404d"	"50267.8066029451"	"4"
"87"	"149596290226.032"	"eb22d28db5897b1a1c6161bc317b1440"	"11528.0761808303"	"4"
"87"	"694827450641.682"	"c8ac5665bfa8a99bc7a17b98c92b0e22"	"53544.2675177752"	"4"
"87"	"651560506696.957"	"fe48c53630394f267d2df470ffef028e"	"50210.0630053981"	"4"
"88"	"506873684375.533"	"1623800e85c81076b24b5b9f4f2f9b46"	"39060.3910290875"	"4"
"88"	"660690649821.597"	"32fdb863d4711ce41502602bb81ec9cc"	"50913.7403001844"	"4"
"88"	"169089362874.549"	"88e7028dc05eb007b05bd4c99d5bcecb"	"13030.2614563156"	"4"
"88"	"681491810347.967"	"c8698a5190d0f824828b4e4b92a825ca"	"52516.7066585974"	"4"
"88"	"660629425253.642"	"120e7ee9a29801fe14d0c0aa8dbef559"	"50909.0222498326"	"4"
"88"	"665109844974.068"	"d67a63ac49ad3a71a6b53938f1e33b09"	"51254.2896244249"	"4"
"88"	"152429191842.114"	"da7875f07f668bf04400b004607f452c"	"11746.4055071946"	"4"
"88"	"167018536983.101"	"1ae28056fee324c39c974b2033fa9573"	"12870.6807332153"	"4"
"88"	"153232267921.105"	"bd6c681610dca41cdbe86bcf1425c7ba"	"11808.2916666825"	"4"
"88"	"175855105553.378"	"1ad12ceb1e3c88a6806dbf28ecaecad7"	"13551.6389962895"	"4"
"88"	"657737144625.513"	"0282937a2441b5ada7baa3ada897b10b"	"50686.1390823236"	"4"
"88"	"154819802497.25"	"f54cf0d0c8a4befe4e03829ee7086148"	"11930.6292889105"	"4"
"88"	"189611840425.919"	"bb3a842b09510c44b6a76f560ffebb44"	"14611.7521171096"	"4"
"88"	"147565650107.021"	"32bc9b3073fcc1a47f2cb2fdc472384c"	"11371.6142173428"	"4"
"88"	"223441503988.56"	"9c272db9020d43a6f250f32187ca44fc"	"17218.7130382851"	"4"
"88"	"665892449636.779"	"a2120dc47094ff0260354eec29c0dda8"	"51314.5982281046"	"4"
"88"	"673530379147.91"	"475e7b457ce2cc9a2c7193bf0304496b"	"51903.1876983292"	"4"
"88"	"667694470219.201"	"f4f0bfc65dd3424f3ed8230d63bc7621"	"51453.4644402627"	"4"
"88"	"154453687295.795"	"dbe84a0bdbbc8631293b764ed35550a0"	"11902.4159423286"	"4"
"88"	"172700860044.112"	"2bcecf059f27169fa6b5947ae2d2ae07"	"13308.5684507246"	"4"
"88"	"333067804324.906"	"bcf67b5191e5105848ec2e65bad5da0c"	"25666.6681999055"	"4"
"88"	"175188401255.552"	"154a189f04e7d7b3d171879fbe0a229e"	"13500.2618359109"	"4"
"88"	"176581509678.969"	"1b46539b18fd819f7a37efd4265b4cbc"	"13607.6167084205"	"4"
"88"	"315740567323.776"	"e4eebb07de2fed949881c93bb798c35f"	"24331.4072195458"	"4"
"88"	"179646122229.636"	"0659ba6e1eed8cc51612d244b1de9b66"	"13843.7800135429"	"4"
"88"	"177591191093.927"	"7e9b6ac3516725147e910e5656d15639"	"13685.4241624248"	"4"
"88"	"638478335335.34"	"6a0b49fbccab07fe1dc2fbf24c16400b"	"49202.0284551255"	"4"
"88"	"175688591458.602"	"a8587bc69dbe879d223e80ebdc4fac81"	"13538.8071885743"	"4"
"88"	"168193538282.212"	"ae31aacbd7be708ecaf6b4036b1ae1c2"	"12961.2279674035"	"4"
"88"	"196141334266.076"	"8847463f937a2cf79061837bfd073ba6"	"15114.9239930234"	"4"
"88"	"176453969025.936"	"d1f76ebddda0945c7de5a42132ab2c76"	"13597.7882483265"	"4"
"88"	"171069592429.793"	"9d6028fed7220378398fde55de2cd467"	"13182.8606997553"	"4"
"88"	"330205979685.652"	"1b6f80282ec6dfa5992c493f75e27576"	"25446.1320132545"	"4"
"88"	"167884312495.573"	"36bf6347e681dfedd2e22ad0a6229a85"	"12937.3985982437"	"4"
"89"	"177556580277.519"	"0e173475ad4346aaa1961bea11692475"	"13682.7831026167"	"4"
"89"	"174105428321.288"	"eb7f4bce89c5e8c1ae29cf52d683dd9b"	"13416.8320260783"	"4"
"89"	"243311423265.529"	"f9560d3a73aa01df3f730c6dbf095eed"	"18749.9524136347"	"4"
"89"	"140549786267.555"	"adf65798fc7f14e34df4ad74b8005b92"	"10830.9826513457"	"4"
"89"	"157141457339.918"	"5fcdb27db4033a4ead311bb143b717fb"	"12109.5623369776"	"4"
"89"	"660481008202.506"	"eba03873a4b253b6d36e73ffb1c45915"	"50897.6821050923"	"4"
"89"	"159953262022.144"	"3b2c42d86b6be361304975413844e3a0"	"12326.2443294652"	"4"
"89"	"224998609875.335"	"95278eea6fc262569bfea3cdd43b2137"	"17338.7388544127"	"4"
"89"	"161047512415.722"	"39451425b20e7601ee63d26dedc30c08"	"12410.5689474088"	"4"
"89"	"228128158711.534"	"c294e81b744a1f4441265f353726fea8"	"17579.9066999965"	"4"
"89"	"648286075312.754"	"c56c5118f5d77b0ffb221995a0d0c269"	"49957.9218246192"	"4"
"89"	"691421342780.156"	"3d158b0932d71247deb4f0906d4eda11"	"53281.9918641938"	"4"
"89"	"465030846276.227"	"8943a0756696afe2c8da2b2d644cd24e"	"35835.9920858957"	"4"
"89"	"303781986817.629"	"509cc91fb40ae6a7b84c1e6e1ecdb0dd"	"23409.9070257541"	"4"
"89"	"468700057668.26"	"8d70591240ba883276a242000d1c5e08"	"36118.7471578641"	"4"
"89"	"183355093088.898"	"2f2e5680ca6c58d476fae482e30db690"	"14129.6254161588"	"4"
"89"	"282362449864.463"	"bca3ad4886f0377b3c556264369c00f3"	"21759.2845716013"	"4"
"89"	"176173737682.477"	"6f57a6a3817ed504cd3ada7188756aeb"	"13576.2191258637"	"4"
"89"	"510248968061.764"	"e03e079033fe9d36c26c570d1ae9a1d9"	"39320.5700820036"	"4"
"89"	"676937760636.907"	"63480f5aee9ba01f5e07cc63b033705e"	"52165.8647530202"	"4"
"89"	"164267670327.599"	"3dea369010665e312e650629686e7796"	"12658.7192676928"	"4"
"89"	"154291135544.797"	"8fb464f817e618fa719fdca99eeecd45"	"11889.912156543"	"4"
"89"	"174060167088.59"	"fa9d2c5f52ee68268d808c99828af3e6"	"13413.3441258889"	"4"
"89"	"479527658529.242"	"8c373f204a4b4932ea84d53bacee7998"	"36953.1387296716"	"4"
"89"	"319569661370.649"	"d520b1136f0afca5d9d267b01d94a269"	"24626.5295033105"	"4"
"89"	"174969099648.917"	"16b1f588886f855cb8d54dcecea08f6c"	"13483.3878666415"	"4"
"89"	"668794581484.31"	"9f35ce1e7ca69a449085da51cd23b834"	"51538.338845861"	"4"
"89"	"291183500256.264"	"971ec81ee12f60ee80f5008ac559d962"	"22439.0482788073"	"4"
"89"	"332408102326.842"	"59fbd14fe71767d343a48f2cccfc34d1"	"25615.8795048975"	"4"
"89"	"156832954822.972"	"bcb8d624f71601c9d918eea0d87e6cb2"	"12085.7886586415"	"4"
"89"	"161723250143.309"	"440719e8483119b726c1401a40dd287e"	"12462.6423357698"	"4"
"89"	"663993033677.834"	"aaa7ae02be87a680db53b9f438c60355"	"51168.3241886167"	"4"
"89"	"156487978303.108"	"014ef0700de6807418ce339b18fc6f58"	"12059.2042375548"	"4"
"89"	"158994446547.699"	"7045be91d18c185c701943592b16dcf6"	"12252.3565346465"	"4"
"89"	"648132372544.108"	"998a2d745095dee140f2f4208801d187"	"49946.0772529206"	"4"
"89"	"158017622168.396"	"c05c796aadadd478cdaa9449c672c315"	"12177.0809459273"	"4"
"89"	"682494479711.146"	"c28c6379a5d1e5341185a38f334ae3b1"	"52594.0740693752"	"4"
"89"	"240570871467.867"	"28e28f9b3c4f04b4ff598a9ff3579833"	"18538.7612779962"	"4"
"89"	"673321224646.653"	"1f659364f0cce8b1246d1757d232ea9f"	"51887.1689285111"	"4"
"89"	"326771216310.766"	"48990eadad0513b6cc6f8341c24eb82a"	"25181.4924007328"	"4"
"89"	"506396182556.963"	"aa96c5f263f32e863d13b9a71be48a93"	"39023.6685066258"	"4"
"89"	"175950361812.924"	"6bb603902e71ce1d4258eca72200fc99"	"13559.0054378738"	"4"
"89"	"163567702382.96"	"d38a9e6784ec2b94c11e3ff24d17185e"	"12604.7786615474"	"4"
"89"	"171045494037.367"	"3a931cd3f09c51625bb26040db730113"	"13181.0287849384"	"4"
"89"	"659700243551.219"	"3ffc371fd023849a71cd2f0d10098bb2"	"50837.5151804925"	"4"
"89"	"162538805812.498"	"252961fe32e14e029fd95aaa423b4f57"	"12525.4903097068"	"4"
"89"	"156379045233.695"	"8dc8de358f019f3d323ec09a339499af"	"12050.8096877209"	"4"
"89"	"660050588274.615"	"4c54df646137262ce5a2cf50eb0032f9"	"50864.5132835979"	"4"
"89"	"154986735881.39"	"34f6485d7c606301c478c7fc4e886908"	"11943.5161880964"	"4"
"90"	"165666919181.144"	"0ae95f1a0007bcf1aa39d930cf5a294c"	"12766.5506294862"	"4"
"90"	"233625630697.772"	"3a325053b7e6f43ee8eb3e0c8ec8ca28"	"18003.5547071864"	"4"
"90"	"514901482346.614"	"3f87c5b55d2c6faeb346148c44337a83"	"39679.109601766"	"4"
"90"	"661482112561.986"	"9933d603d4fdf4fc14e508562fa8522a"	"50974.8410984106"	"4"
"90"	"171645054049.455"	"3dcff0957ec3ede691ea5c54e6af43ff"	"13227.2350065689"	"4"
"90"	"659131776885.887"	"1f6bf5522ec3281ca49a818e20e81075"	"50793.7205732417"	"4"
"90"	"232685007254.489"	"f6f733a8e2be7f40e2c4baee1474511a"	"17931.0688006981"	"4"
"90"	"173459360849.397"	"99dafb0ea561f870dcbda25eec7ab836"	"13367.0483122872"	"4"
"90"	"300651032996.743"	"93e22416f092bae9bc0e829b9956a8b2"	"23168.6365240086"	"4"
"90"	"168573703400.563"	"e2fc445792c8c71b85e03a369e345354"	"12990.5519454376"	"4"
"90"	"158990047350.442"	"cffa9f7ea086d591197b5f5d011aa469"	"12252.0204945952"	"4"
"90"	"646865311269.664"	"cd1c144a3051d2d9c948d2a40bfe4195"	"49848.4476418176"	"4"
"90"	"171214157469.277"	"a188107f3eee688bd98e6fab48ea2038"	"13194.0294454701"	"4"
"90"	"174539517840.695"	"e9f5d3c929300da96a91c41d9d755b6d"	"13450.2868911499"	"4"
"90"	"165346546842.4"	"cdaabde6d90bff25876b1bb1bc8806da"	"12741.8622384478"	"4"
"90"	"650767341059.735"	"20d86707dcf481dd74d5e27eadc95574"	"50149.1441304041"	"4"
"90"	"175573882889.211"	"3a5a9a5ba00033fa9a9910dad40039c7"	"13529.9966716331"	"4"
"90"	"164946650980.012"	"a25480ad0541e2a10bf90e2ef8aa6c26"	"12711.0456409102"	"4"
"90"	"658405743697.708"	"731c51519d74227ccd8110d8be262152"	"50737.7713257916"	"4"
"90"	"325100939523.706"	"d2be9b2c1addd2d30174b8aefa5a07cf"	"25052.784373836"	"4"
"90"	"633100150003.841"	"4766d375f294d47a1e5004d271fd9651"	"48787.6828911252"	"4"
"90"	"170061695534.366"	"e4ed4fef7181d1c49e8c8c919048352f"	"13105.2189351201"	"4"
"90"	"147458196731.08"	"a6766e7db41a3c2cedfc17e62344997b"	"11363.3581381547"	"4"
"90"	"171074450436.074"	"e6816c007211a8beed9175d03426107d"	"13183.2634040571"	"4"
"90"	"651561637859.012"	"f45e1ef7e4554199ee56490e6114f32d"	"50210.3538779682"	"4"
"90"	"498353161485.786"	"584c0c67b0e7c52b1ea87b25c5fdb12f"	"38403.8702410839"	"4"
"90"	"167533978922.798"	"fbb499bbe03ee3a2ba07117a83e40ce7"	"12910.4291589953"	"4"
"90"	"659192928478.233"	"5b90019282e0f428a0f8f585998df66f"	"50798.4330101219"	"4"
"90"	"655844613600.258"	"a0aed967d304dcb264f75411e9bc4d9e"	"50540.4066544413"	"4"
