""	"(Intercept)"	""	""	""
"90"	"172286928156.328"	"0ffbccea0a974249d4d1910017f33f67"	"13276.6988242319"	"4"
"90"	"672171193808.07"	"a20c4eb37b68c0b95614d8e1270538bf"	"51798.5583352937"	"4"
"90"	"671875796477.578"	"4efff74d754a8d4e2a5749947a7dcd03"	"51775.7945572614"	"4"
"90"	"664364366458.081"	"7f94a741b452a14140b6e308c081b95c"	"51196.9520694688"	"4"
"90"	"667764156877.088"	"730f4eec964177465b6c08b6d5a4c256"	"51458.9452104557"	"4"
"90"	"166990980387.511"	"63addaed4daea1bb2cdb3afe1598bed9"	"12868.5848467649"	"4"
"90"	"172459369124.077"	"3a91ca0a263ed9b3c25e333bac8fd368"	"13289.9873935868"	"4"
"90"	"166394097183.213"	"c7ee4a0351c09f81b4e8864b2ff9c4a3"	"12822.5880980764"	"4"
"90"	"505267442134.704"	"a4246a4529ec5f398048178bfb1bf27a"	"38936.6954690002"	"4"
"90"	"299744438428.608"	"d6575d160dbaa34064327b7d1650f75f"	"23098.7729356005"	"4"
"90"	"335244624613.055"	"8523a874f3dfa201c5c556c381ec61d4"	"25834.4725340482"	"4"
"90"	"647247051424.145"	"ac989852d4ea26ec946dcffe9aded348"	"49877.8651322471"	"4"
"90"	"660069217182.728"	"6f4401e47fa874803572c142df1eff6c"	"50865.961181511"	"4"
"90"	"161820219047.604"	"cc19faf413cc804d00152d77af1176b2"	"12470.1179303448"	"4"
"90"	"494068728373.923"	"a5d718d04e1ec78f8613c70216b8508b"	"38073.7051573628"	"4"
"90"	"225802470372.068"	"1c5b0ce7892d2a5f9376132c16a11cc5"	"17400.6897968328"	"4"
"90"	"290035634752.95"	"5f563dc30932af2a97bb41a9afd164b7"	"22350.5974139594"	"4"
"90"	"290100805700.206"	"37a966e602d486674277124d6ed4f32a"	"22355.6195885844"	"4"
"90"	"175603620365.215"	"eb3d4de33d5f0729b860633883c67745"	"13532.2882878162"	"4"
"90"	"183660165166.312"	"f820e3456de15a9a52488f2d091540ee"	"14153.1381690738"	"4"
"90"	"838077062485.033"	"a077c0985533cacb571c230f4e4275e9"	"64583.5227848192"	"4"
"90"	"300807584110.867"	"b415d4e46b4c3b1d996281f18c57a3c4"	"23180.7005965129"	"4"
"90"	"168263964138.487"	"28c213028364007916a347742638098a"	"12966.6829558362"	"4"
"90"	"166702255683.396"	"eb65d0540fe406c768c6d02e184474dc"	"12846.3352717061"	"4"
"90"	"159321396765.26"	"cf7561ffb484a21a2752c1e8498ac989"	"12277.5547962"	"4"
"90"	"173617142567.358"	"36fc167fccc5469a2d0b5cfee4177d79"	"13379.2072170385"	"4"
"91"	"163927830344.958"	"aa79c7258a3d13f2eeb8366d2eb0001c"	"12632.5372931689"	"4"
"91"	"171197398602.446"	"b58832755bedce5233b7a37f4a574feb"	"13192.7416948541"	"4"
"91"	"180824318255.314"	"03a03efd4b1a508d8370b7fa28a1ea40"	"13934.6073150925"	"4"
"91"	"310943101296.183"	"10aeea43e7bd4bb07e48f1584ac54268"	"23961.7660705435"	"4"
"91"	"172174531163.01"	"77dc3c93d893f9697ca57a2bd2b19f67"	"13268.041071938"	"4"
"91"	"243312893733.787"	"bcd929993b653ef40b395c03216b10d6"	"18750.0755517407"	"4"
"91"	"677351122870.393"	"a0104a6e17af7d7322ed5006650eb2f1"	"52197.7464242895"	"4"
"91"	"652089180021.693"	"7a822ee83a47bd5023c59f8587165154"	"50251.0212436867"	"4"
"91"	"162501513907.029"	"ecefd74b8172015586d9278194498e84"	"12522.6230976593"	"4"
"92"	"663504377196.261"	"700e5c24535b5504c7b2423f4b95dd02"	"51130.7217138616"	"4"
"92"	"140831304450.833"	"cc16a4cb1e7711a0271e852224f5afbe"	"10852.6883679408"	"4"
"92"	"156479306142.554"	"d1b8665d4b8932044451b67fb513cf25"	"12058.5487169838"	"4"
"92"	"677182863470.552"	"8c2451c0ffd5363140699e235cb9462c"	"52184.8080156175"	"4"
"92"	"217975042020.835"	"b20442c169d594cdca3bb0afadef3a52"	"16797.5097032976"	"4"
"92"	"157830292239.207"	"428cdcc53ae32cf7cfffa359573477cc"	"12162.6578932324"	"4"
"92"	"645133572009.059"	"4c2020f619031dd6a4f0866ff47e942a"	"49715.0377184438"	"4"
"92"	"488543660028.005"	"0446371a007ee2037a5f9975708ff5a8"	"37647.9655364421"	"4"
"92"	"176617716757.617"	"4fbe534945a71aae8dda21ac0f015826"	"13610.4472489413"	"4"
"92"	"294784991302.372"	"fa643fc7cf5d395d769fe548e6c0c9db"	"22716.6087726446"	"4"
"92"	"175033486988.355"	"40a3d253b47242862542122f44154fa9"	"13488.3639375918"	"4"
"92"	"665046394705.317"	"d35d03a773526bdb9c8aeefdb7d9d778"	"51249.5520800856"	"4"
"92"	"214124674908.502"	"553b559549e8c8ffbee3222f680f7b0d"	"16500.7941787537"	"4"
"92"	"487197906940.886"	"3ba1895a62108ac25040349465f00f11"	"37544.259624382"	"4"
"92"	"162402415933.271"	"760ffffc8eb9b5e67e751dd7bb10024f"	"12514.9931486988"	"4"
"92"	"651539948435.984"	"a2427a43164f15aeeed2645f7ea8adfb"	"50208.7234596947"	"4"
"92"	"520073160731.626"	"cdd2c92f7feaaed3692916b6bb91aa13"	"40077.6799161213"	"4"
"92"	"173625753709.61"	"a27c674ff083b7639e52c15b8b60beaf"	"13379.881731601"	"4"
"92"	"175087018138.82"	"6fe4242864bca6a288efdc7b724b040a"	"13492.4891347293"	"4"
"92"	"203676766489.429"	"d6f5e33f9c8bdf8e890b54a95acf93a2"	"15695.6614377688"	"4"
"92"	"254605629966.417"	"384bff486702aa8ce028ec7ced2c153d"	"19620.3221259904"	"4"
"92"	"668741421303.875"	"84a9571a582aea6b77e0bde0921cfe28"	"51534.2968130963"	"4"
"92"	"502053067775.553"	"09b0a38109bd76b15397a518881e1a31"	"38689.0223731398"	"4"
"92"	"508206814104.001"	"62d10badf0616d630b03e92423eec7da"	"39163.2400299202"	"4"
"92"	"123727034720.591"	"4a7434c55b7689d3d2e789d08fd3738b"	"9534.60564572664"	"4"
"92"	"204043121096.685"	"b967dae392991a1ba669ee4dff776afd"	"15723.893317039"	"4"
"92"	"225704433546.387"	"c0f6988a83607c1b5f730a5844770115"	"17393.149130396"	"4"
"92"	"164373205366.032"	"4febeec9000c452feabf62902d902065"	"12666.8653736703"	"4"
"92"	"665632832650.388"	"be683e1eed978d3aa431d2db4aeb3184"	"51294.7439377468"	"4"
"92"	"180496597609.129"	"254570f56965f27498f05b721a2b30ff"	"13909.3600883983"	"4"
"92"	"318584948423.298"	"80f2220104a69d8cddd55ec9ea9927fc"	"24550.6720074557"	"4"
"92"	"175047956440.8"	"cfbc15a6e07464e733a0ad4f6887af53"	"13489.4789770275"	"4"
"92"	"655029720879.43"	"0083bdfd6d7de5aaf8fd3d7e33ed5ba5"	"50477.6509751461"	"4"
"92"	"168543673327.854"	"c926fdbcdf9d121742b75fb802b88e26"	"12988.2483880124"	"4"
"92"	"673557861581.588"	"6708a1955549dd64d018a0f4b7966322"	"51905.4595001185"	"4"
"92"	"648726689655.205"	"a4f13bf2b8f096baf76c30e521863bcb"	"49991.9291825613"	"4"
"92"	"150563116144.873"	"057d55a267ac7cecaa4594f44219a4c5"	"11602.6375357253"	"4"
"92"	"173944999439.133"	"edfa295b8753df7fa6c4675c9052f37e"	"13404.48332447"	"4"
"92"	"493970266725.345"	"f21a7d636f96fcb0838a4ce45049da4d"	"38066.1486357982"	"4"
"92"	"172181374815.405"	"ca1bb527624e0acf635bf125faef2e4d"	"13268.5755551428"	"4"
"92"	"834203723268.311"	"a46a6405b2ff3f6fbbeff36bfae7a660"	"64285.0897342047"	"4"
"93"	"161181085056.549"	"ffcc9e4d0b42f6d3900a573ef109b130"	"12420.8789272567"	"4"
"93"	"171118352055.27"	"e6d6f422a81b7c95f982839805f3abe3"	"13186.6610301357"	"4"
"93"	"316567672848.089"	"eb65798e87c91377e2348c4e802e2906"	"24395.2243859754"	"4"
"93"	"171417962157.679"	"9b5c25a5f9bb2c6da4034b6bb4218212"	"13209.7494763147"	"4"
"93"	"655894937760.587"	"8650e891b50e4783246cf28daea2889b"	"50544.3402869917"	"4"
"93"	"289104435363.917"	"45797345295e34070fee5cfc310a6a7a"	"22278.8622357782"	"4"
"93"	"636550026324.528"	"4a4b0dca8ba776d3e6cc6b5cd29056fd"	"49053.5896649724"	"4"
"93"	"157102304362.854"	"8af355f17b1d4e53c79eafc594df5718"	"12106.5613933509"	"4"
"93"	"639037766909.509"	"e9d92208674ce1a3cf0dd1b0e54f1ffe"	"49245.2990370593"	"4"
"93"	"686867229048.163"	"593f2e4ceb776e21a5b3da4e7c33fb38"	"52931.1158819552"	"4"
"93"	"663907147990.63"	"be8bbc676a507b95e35baa261346b685"	"51161.7743560835"	"4"
"93"	"682778046991.255"	"8452c9c8d52d0632ab877344d2990467"	"52615.9968019307"	"4"
"93"	"158759434942.656"	"5e425d78e4d33ba0bf2b5fde4ad05d3f"	"12234.2625953322"	"4"
"93"	"661090287709.913"	"f9cfdcab044e2daa919754b6059894fc"	"50944.7024801279"	"4"
"93"	"337374498425.692"	"e244b86f2cb239de4ffd0b81318f3ddf"	"25998.6325108759"	"4"
"93"	"134529032712.742"	"ca89ecdc2e0c043b68a1ca2e6a5f10ee"	"10367.0280352044"	"4"
"93"	"183626865390.944"	"51a5433ed8d67e341f09d0bd7b7a50c6"	"14150.5875953891"	"4"
"93"	"185349869409.792"	"461f61c2025ce4fd2c1de2f63ba745b3"	"14283.3651126876"	"4"
"93"	"299455108008.781"	"3ded04def083b52eb05f7649a36b47e8"	"23076.5020561853"	"4"
"93"	"154876049083.28"	"6c084b21b857acc67e7684367b9d62d7"	"11935.0025080199"	"4"
"93"	"182337222465.576"	"2b7c3fd49d43ab93399ffca346231173"	"14051.2055951391"	"4"
"93"	"322750131912.13"	"9bb72e4d7c092cc1f4cbd6ebdf57998e"	"24871.6548274272"	"4"
"93"	"674665623707.9"	"fea22e4cc9cca469c7448653c8712714"	"51990.840150492"	"4"
"93"	"827013674018.863"	"88a4ac6519cf53593218793e1e8582f0"	"63731.0309244415"	"4"
"93"	"166033786415.136"	"c1814fc8f4e85f3a381d939bd8e9f1f2"	"12794.836057673"	"4"
"93"	"163906915017.183"	"e9cb226030e5f7491851740a967ca21a"	"12630.9358573576"	"4"
"93"	"181555604740.536"	"512e17a6b188c0635d0dab4cd3c36673"	"13990.9728505418"	"4"
"93"	"678527407144.287"	"751929aa79ddf9fe99d606836b49236d"	"52288.4355196373"	"4"
"93"	"167032795988.785"	"6982099671d51e067387bea1b17a4788"	"12871.8213748838"	"4"
"93"	"177758842424.234"	"0adf46ea0ed3d6f57f53504020fd533d"	"13698.3881156158"	"4"
"93"	"159675969436.42"	"86811d2a3ec3c75621d5b68924087521"	"12304.8922475381"	"4"
"93"	"182232224228.744"	"e1d358d34953ed63bf9f44080eab105e"	"14043.1142586972"	"4"
"93"	"510808427433.156"	"a36b1f7375f5fd496777934aab6fe1df"	"39363.7357010198"	"4"
"93"	"169661973049.33"	"b7feee8eafdfde82ed92bd14fcc3f492"	"13074.4300738878"	"4"
"93"	"169343567396.756"	"e100cb4b9332d5517c1774e12502614a"	"13049.8932117678"	"4"
"93"	"179778966629.293"	"ada7c4125c95226b6300545b663874f9"	"13854.062202065"	"4"
"93"	"672504549969.227"	"c8022b03d26749818cfe5550f552011b"	"51824.3042616716"	"4"
"93"	"147992903826.151"	"178e2df723192f73bc10b8c37d36bb2f"	"11404.576038639"	"4"
"93"	"164020469843.488"	"48a97ef4c141190f79e660046fe87347"	"12639.6865786265"	"4"
"93"	"167081367775.17"	"84f29f19b37d034e61eaf6f7f94d7e9f"	"12875.5643964534"	"4"
"93"	"158912325583.918"	"f1c49b7de323e9ce4f83ad7a10b84c79"	"12246.0445990553"	"4"
"93"	"677183955447.689"	"4d30c9fb95b8e17a6ab83062604ab337"	"52184.9069271712"	"4"
"93"	"174648633150.437"	"bbf9a193eee4caaabc4b892355024080"	"13458.7102848412"	"4"
"93"	"673826884737.99"	"2c2b3b37f5834f50844e039a3037d275"	"51926.2055490239"	"4"
"94"	"155816178276.691"	"4f53d981e6e69b8a7cb728bfd41ca722"	"12007.4527661494"	"4"
"94"	"312809510848.974"	"717df35b3bbf31bcc39e365be5ab385e"	"24105.6189919609"	"4"
"94"	"522489048313.035"	"ce14171eaf5b00cb105b25bccfdb1c65"	"40263.8714274489"	"4"
"94"	"134353594440.746"	"bdf1ff1dad1d27c547aeec7e4ac90e48"	"10353.5105086773"	"4"
"94"	"172301061163.817"	"d2091e07458c9d38c9d6514b116946a9"	"13277.805144265"	"4"
"94"	"833172423029.753"	"93ad75d46982d72a17c97e414e0bf237"	"64205.6468476778"	"4"
"94"	"184855747750.135"	"3ec2274521c353aeafe24714915e3bab"	"14245.2900861131"	"4"
"94"	"177112212202.193"	"a03e3de471aa3ebd4349078ade3234ef"	"13648.5604116771"	"4"
"94"	"676868610101.654"	"d61c1e57280a98c185b92d838fe4c76a"	"52160.6161476535"	"4"
"94"	"659788078338.695"	"ec3129ef4422b9871f696739a8acdc55"	"50844.362080632"	"4"
"94"	"156560334311.368"	"30035e4cfdfcfd7b8f9db7a8e1aae26d"	"12064.7986626786"	"4"
"94"	"163929363719.652"	"58ca0cd26961aef2002939440810454e"	"12632.6682737226"	"4"
"94"	"645143362243.758"	"de5616900b59447cb0f0f84ac0b62eb7"	"49715.8160032705"	"4"
"94"	"154608956409.338"	"68c042ed09b727de4a0ed0db88ffa165"	"11914.4222496086"	"4"
"94"	"158357171459.338"	"fbc50cb1047e12102143e17d68dcbbaa"	"12203.265909285"	"4"
"94"	"160362998218.477"	"3e62eb432b208f713a58a832907d3ee4"	"12357.838241464"	"4"
"94"	"654731982389.773"	"334316f59f125a0a502ddd7ca659c044"	"50454.7309527269"	"4"
"94"	"173274579018.232"	"11a57a8f099f487b9559d061d84b7229"	"13352.8260425001"	"4"
"94"	"164830669833.05"	"475b7122f50ea7ad19b04f428bf2a984"	"12702.1244155954"	"4"
"94"	"159473829693.808"	"9a5524491c79236c44aead1731879393"	"12289.3174422814"	"4"
"94"	"508498749226.559"	"a7527dd0fdc813134ec25930ef861977"	"39185.7558086274"	"4"
"94"	"167898851950.777"	"0436547780cd96b18e76e1d66142031a"	"12938.5636112168"	"4"
"94"	"154317902632.024"	"d3b2b7b92305a3c3950bfc3f360ed6b4"	"11891.9931634754"	"4"
"95"	"192516429003.827"	"d8737f5d5ddf3589fe971d06d887bbb0"	"14835.66316819"	"4"
"95"	"160022663163.335"	"70dd840b0cc0c7d5a0bae69d6566ffe0"	"12331.6349791672"	"4"
"95"	"180059835413.766"	"249777290c23cfd50d1dd7167a16f3cf"	"13875.7356041818"	"4"
"95"	"158587892125.603"	"e09765aaff140f6bd48d62021dedb003"	"12221.0689357941"	"4"
"95"	"311126102857.316"	"cb490d292571d7597821ad0844acea34"	"23975.9385144787"	"4"
"95"	"177937782139.085"	"9053c25a4631b6b764c9454d2170d980"	"13712.2063523096"	"4"
"95"	"174086687785.469"	"189dc59b7834c2ba43f85902cd730501"	"13415.4340770559"	"4"
"95"	"236929307447.845"	"1826fb404d1de90c2c67f99b711e4c54"	"18258.1996672028"	"4"
"95"	"302261808207.94"	"7bf394cf65d848f3c3fc7755c6d54886"	"23292.8399845391"	"4"
"95"	"156381001113.799"	"2f52d23584285b67ef7669f821a19de6"	"12051.0019349182"	"4"
"95"	"317775392627.474"	"c871d0351f1468c7c9e42fe163e01ad4"	"24488.3447742883"	"4"
"95"	"531503443997.403"	"92add9e05712338a61b95a1655ec83e4"	"40958.6138111964"	"4"
"95"	"157533469893.831"	"9e8ff0fe8c630b6eec1bb0d18d4e86c4"	"12139.8132572603"	"4"
"95"	"300389239873.202"	"e0f75414b5338f63ea37938c633b275d"	"23148.5364920146"	"4"
"95"	"500516698367.707"	"8a8e64063e6d7f86dee192fc8f836729"	"38570.7193171041"	"4"
"95"	"175911870629.086"	"e8087fdde0f5f9fb466ba4b4583bbbf5"	"13556.0859581882"	"4"
"95"	"157575867497.074"	"6dc5680f346a9d750af6e8247736db5d"	"12143.0804930183"	"4"
"95"	"185337647033.554"	"4cb8950a4f4bec5b9b89dd05cc3af71a"	"14282.4532846494"	"4"
"95"	"649603390509.026"	"7220e3a46d6cd8c5e9b942195b73f528"	"50059.6086493713"	"4"
"95"	"190101799373.202"	"1b6c99f6fabd182676f146932af9f745"	"14649.5874547496"	"4"
"95"	"300693925022.794"	"4066653cdb3e9e69f364e1684ba9fe68"	"23172.016079056"	"4"
"95"	"305537281280.934"	"3f74426b3756a8b56c38473dfa5413ef"	"23545.2538459371"	"4"
"95"	"491364247132.118"	"3ed39a74a39298d4ae0cf4e9bc0d7478"	"37865.4149210217"	"4"
"95"	"166929720989.446"	"6e4001532d9909de260ab75edbeebec7"	"12863.9053101806"	"4"
"96"	"635355047905.068"	"a404837d2cdbff2d54d2af0ab9e9934d"	"48961.6259572754"	"4"
"96"	"171431388855.274"	"fc4b8be8210a254a63e9c4bf35efd6f9"	"13210.8174258533"	"4"
"96"	"689892718202.703"	"cafb0a1b91a2df1b8f3cc8be9cbfca39"	"53164.3989146927"	"4"
"96"	"824481855039.988"	"8aae968192bf560eaa612d59ad6ca666"	"63536.084789335"	"4"
"96"	"152861765287.867"	"6d1c5b67de5201f9318fa052ab2addfd"	"11779.8081558827"	"4"
"96"	"146026022112.367"	"1c12d691e2995a48379dd22211f57236"	"11253.0332422302"	"4"
"96"	"165724400025.755"	"2b8f1deba346e437983cb43577d13f4a"	"12771.0263935249"	"4"
"96"	"681395400325.332"	"bb665ea87ae5b69b7d169fd8abef2d67"	"52509.5800052913"	"4"
"96"	"496814501957.051"	"3e65c5c3ceca0825aaf70881d529412a"	"38285.4372451696"	"4"
"96"	"654457715924.038"	"c64639f383cf0efd69b6cdaa5ad8b7c3"	"50433.7126108949"	"4"
"96"	"658479188562.808"	"dcf196914cbe8a376750d74ab0bd045c"	"50743.6146724054"	"4"
"96"	"306733393559.764"	"b8918d7bb1f95102d990874a454420e3"	"23637.4382065551"	"4"
"96"	"159761730413.387"	"ae6f10f3b6d77433694380f6c98fe696"	"12311.53213086"	"4"
"96"	"162761111360.113"	"b70755b21c1a98724df21ef8ddfad052"	"12542.6699308998"	"4"
"96"	"169606308050.489"	"6912cd4169f5918b96d2e300597c4361"	"13070.1733497571"	"4"
"96"	"171609071554.594"	"d27007c64357985ce16aabe3a811bab6"	"13224.5099807356"	"4"
"96"	"175919880303.987"	"f8dbeb04c908851aa25985a5d0ba2e2a"	"13556.7088139031"	"4"
"96"	"306165984497.034"	"46adc6f5c82e5df3167759e50ff40404"	"23593.7126229058"	"4"
"96"	"177788924050.908"	"3825df37dbfe9e8994aa12c9f4a52f37"	"13700.7407549985"	"4"
"96"	"148512320086.61"	"21301893af7df695743b5c8568e888f3"	"11444.6319268312"	"4"
"96"	"184919022219.535"	"5c0caec0b929a22f114b32a964df48a3"	"14250.199204604"	"4"
"96"	"503370428608.658"	"b870dcc49544c0cdd827a52f3763db66"	"38790.6489839882"	"4"
"96"	"505614732698.718"	"fa6b06e61bfaee2338a19510d711ae55"	"38963.5991757813"	"4"
"96"	"161315328667.207"	"5ec954157cda4d703f3349ec20425b12"	"12431.2552633703"	"4"
"96"	"192060242413.205"	"b6d46705e9a9702b425ad82003ab445a"	"14800.5147378699"	"4"
"96"	"320025059596.156"	"808ea10aa7687434b37e9311ba61d14f"	"24661.7183833926"	"4"
"96"	"653843158097.267"	"77f1f7bbe8cd70552568eace561f3302"	"50386.353656964"	"4"
"96"	"215437982157.668"	"cee4c994099e4be82aa73b9311817054"	"16602.0462640126"	"4"
"96"	"170464331385.801"	"5d1b6515a9df549fa3889c1b98eb9980"	"13136.2942025695"	"4"
"96"	"228333726196.985"	"7c25a5ef2439e6c1339b84efa910a9a5"	"17595.8159651832"	"4"
"96"	"170032918079.012"	"953f61b0fbb4c4ae49ec27d27c7f70b3"	"13103.0487014444"	"4"
"96"	"245155280012.776"	"11be0c058053d814df90cdc39ca554a9"	"18892.1157721408"	"4"
"96"	"284144804407.489"	"dde5adc12f24960666e2771a43331676"	"21896.7200732485"	"4"
"96"	"164617995658.597"	"bb0b17e0dc977a5bbbf63efc3733a675"	"12685.7648425844"	"4"
"96"	"681667207978.289"	"16499846b7993a0b0f47ee8c985cafbc"	"52530.5260018333"	"4"
"96"	"663079805863.449"	"51c17e93c5971e0180a9ce407d750324"	"51098.1466843714"	"4"
"96"	"654423436725.133"	"a8704d7dca4289f5743a45808ea5e729"	"50431.0709929201"	"4"
"96"	"163257894373.857"	"7876a44e8bb7cd7b1fe7d84fe615612a"	"12580.9529416055"	"4"
"96"	"162939395483.538"	"cadefad832dd51c8f799692c417c8e9e"	"12556.4088326273"	"4"
"96"	"178379956871.706"	"ac86b8a1a482dbbc37ee3ba1a4da942e"	"13746.2868287974"	"4"
"96"	"167458754858.161"	"e4e0ff9acd2a228d34aa77943602d566"	"12904.6789596947"	"4"
"96"	"330650622119.857"	"62c0e050cd1cc8a833a1d12e1379f598"	"25480.5437308681"	"4"
"96"	"314685869801.865"	"3cd8be2912be169e5b38d1d797b7abc8"	"24250.2706196818"	"4"
"96"	"228420430973.234"	"872ab5dadcde8a584330287c8ad6a5da"	"17602.4975943563"	"4"
"96"	"235110543974.647"	"d4db2beb861d29a804affd4cf8d04319"	"18118.0499795418"	"4"
"96"	"161989728162.272"	"9be5a57bc2fa3b96d36bc5ee74394bd9"	"12483.2257260777"	"4"
"96"	"643903555505.488"	"872e084b7315b9610f75140e01b4d24b"	"49620.3896406753"	"4"
"96"	"670649042483.381"	"948b393c2eccbd5294748b74e06b834b"	"51681.4459489151"	"4"
"96"	"167512398188.048"	"9a0533a0cbedca5e03b43f657f9aaa02"	"12908.8128131388"	"4"
"96"	"641412337022.524"	"c1d31c88295764f9cfddd7a2eea230fe"	"49428.4117726425"	"4"
"96"	"141370316261.415"	"739dc30184f5ca42de79618efe5b7585"	"10894.256005482"	"4"
"96"	"151486609116.414"	"8e3af44ee2acb3c3a9433d20196c8994"	"11673.8360977059"	"4"
"96"	"483253773408.768"	"796d75c2054ab698e0b5a34237c56348"	"37240.4226173982"	"4"
"96"	"685252499141.951"	"8db9217c179d84b9ea92b9af1af252e1"	"52806.8151184178"	"4"
"97"	"190984299215.784"	"33e4aa37d7461f04afcdc965f4ace373"	"14717.6286522187"	"4"
"97"	"162081523461.885"	"30ffce2dfdedad8d724408493259c015"	"12490.3234637245"	"4"
"97"	"150951373361.406"	"09ffa0851712b68366646b58ead784f6"	"11632.6120356389"	"4"
"97"	"171354566024.304"	"ff65b4f1aa10e013fbd907b6b43b38fa"	"13204.922503909"	"4"
"97"	"652678725497.151"	"0e6004e7cf33a246684ed503cdf1ab40"	"50296.7162772748"	"4"
"97"	"152128852523.624"	"81568b20bd1f0f16af908d02af09f607"	"11723.3509137896"	"4"
"97"	"199731876360.233"	"7e480333dfa2e80c1d8931e556a13ff7"	"15391.7342857565"	"4"
"97"	"166567236226.985"	"0280168155dd2476abb8c1a859c7b893"	"12836.0013806441"	"4"
"97"	"480559778646.776"	"5cecc8592a757ee805edfacd258b5570"	"37032.8890718108"	"4"
"97"	"147152091881.065"	"a2a27f1535df2f135d5d0f1914f0345b"	"11339.8318741151"	"4"
"97"	"669430458617.042"	"c5d015690ec18c9629c8cde176f05183"	"51587.6380355135"	"4"
"97"	"156097493193.344"	"f8caaffef81feb0620fb11f74e5f1a9e"	"12029.182230138"	"4"
"97"	"168984297351.03"	"fd4114e0e5f4d6636e0dc52039281aee"	"13022.2649017789"	"4"
"97"	"165133444232.575"	"ab1b7456389cf01fa2ca60dd3e8d3f4b"	"12725.5105276007"	"4"
"97"	"157018060072.035"	"bdc81361537ff8576773a691aa07a7d1"	"12100.1229384881"	"4"
"97"	"828940708749.066"	"60605076ad8912f160c2a7057ce37f9b"	"63879.8140798552"	"4"
"97"	"658522484543.931"	"5459785ed3ca464816b6ccc09dc44e4d"	"50747.0479324774"	"4"
"97"	"826295460153.962"	"8b423a8116b272b63d49058b1cda7c73"	"63675.9659799046"	"4"
"97"	"642650382625.549"	"fec7bdf648b005d7a6271d523b50c52c"	"49523.9122981655"	"4"
"97"	"660597669249.783"	"39a0e5f8804934d54c2304456b83b9a7"	"50906.9657791847"	"4"
"97"	"697211797856.546"	"ce4ce3824e3e5b75ce83358912ee35ad"	"53728.5231033816"	"4"
"97"	"157303408343.046"	"1260329d3d603bf09ef285b6834403ae"	"12122.112441848"	"4"
"97"	"156112549700.896"	"7f228ba50b9527c113355c4c138c337a"	"12030.3425144538"	"4"
"97"	"165081938672.149"	"1b489a4464b6e77fc25e67d6457d1001"	"12721.5414070238"	"4"
"97"	"243708078279.686"	"7dd5eba855a415a55293c949bab2d193"	"18780.6275719749"	"4"
"97"	"327530404540.406"	"46e2ff4b7cd659458462c2443740bc81"	"25240.1421799089"	"4"
"97"	"493069942332.045"	"88d45f26e54e831b1a3df92a31ac6eec"	"37996.947082099"	"4"
"97"	"288689983886.003"	"a742f9845e072b7043cba0d7293619df"	"22247.0223777329"	"4"
"97"	"170898634148.732"	"d67e8e4761e2b9175038fd9e1a6796ac"	"13169.7874898637"	"4"
"97"	"153055402792.837"	"2d48d1456204e0650d163d59c03b40de"	"11794.7527140732"	"4"
"97"	"154278633754.319"	"e09463322b05c1acf3842ea0870afadc"	"11889.017316561"	"4"
"97"	"651140794121.042"	"397b9f9e5b02db11ca49972f6610ee8e"	"50178.2002370604"	"4"
"97"	"169672359394.329"	"0b0d52e044f93e05bcdca724de8d10f8"	"13075.2883266602"	"4"
"97"	"185091325658.922"	"73b8a5881544e38439a183dfbabf4441"	"14263.5044293199"	"4"
"97"	"489072868705.518"	"3bfc865e8aafa9363486d4b077f0530a"	"37688.9246657415"	"4"
"97"	"655647143381.977"	"0453913ea09939039a607f626bbfe5f8"	"50525.4684432532"	"4"
"97"	"504855257137.613"	"758dd5cf42366146e8b521e774b2665d"	"38905.1468009768"	"4"
"97"	"170516883476.829"	"41444cab007ef34bb41c643d4c5c3287"	"13140.3690264095"	"4"
"97"	"660172991451.316"	"40101f088a50433d325ac81d1ac7799e"	"50874.2392662706"	"4"
"97"	"157843788280.473"	"dc66ff8bc952bfe8224db906271926e1"	"12163.7551909264"	"4"
"97"	"501270339931.917"	"917695a5e071a8f22c2bca17bd744ecf"	"38628.8859753539"	"4"
"97"	"213924502649.74"	"9ef67d34b7062a4c1a821a72ebe33430"	"16485.4461991776"	"4"
"97"	"155126986618.563"	"f1197062bce4edc86d4b171521204144"	"11954.3930698206"	"4"
"97"	"165915782250.198"	"cefbf3e5648dc1ac4b62fe084f63847a"	"12785.7990459301"	"4"
"97"	"672686627250.671"	"edd00f6b495baef699d42543286340c3"	"51838.5648445524"	"4"
"97"	"660076093617.38"	"d51f1850234d7f1d455146f959ef22e5"	"50866.7721271239"	"4"
"97"	"488088018943.533"	"c01d68b6c735c2046e3fb51d4bf771af"	"37613.0301909881"	"4"
"97"	"155710324449.365"	"8e33645f9294ee89dc72312bdbd21f00"	"11999.3462393104"	"4"
"98"	"497217028241.286"	"509e73d432bd413b7f9fafdfdb9951e8"	"38316.6028254256"	"4"
"98"	"168377730164.112"	"7cbbba2e5b2349f3952d909482f13831"	"12975.5463809541"	"4"
"98"	"172785413516.765"	"cce239e00ab5700fc9393b56b9abd9b4"	"13315.211844547"	"4"
"98"	"317532553876.814"	"a8fe1196ed8fc6e2c2c052b829949368"	"24469.7346631031"	"4"
"98"	"669560180706.489"	"b3d96b22c1bf6c503de80caf81e03a1a"	"51597.7330917173"	"4"
"98"	"157773770668.871"	"27203caeba4454c5e15c285f2d827544"	"12158.3826852673"	"4"
